"grupo","linha","acao","n_antes","n_manter","texto_original","texto_corrigido","fonte_25","linhas_25","justificativa"
"21_21362_77_linha221318","221318","manter","2","1","2121352921362077332812255209200015310755020234-       \0034611","2121352921362077332812255209200015310755020234-       \0034611","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390972","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_77_linha221318","221323","remover","2","1","2121352921362077332812255209200015310755020234-       \0034611","2121352921362077332812255209200015310755020234-       \0034611","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390972","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_78_linha221326","221326","manter","2","1","2121352921362078332812557209200031100758010134-       \0034613","2121352921362078332812557209200031100758010134-       \0034613","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390977","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_78_linha221326","221328","remover","2","1","2121352921362078332812557209200031100758010134-       \0034613","2121352921362078332812557209200031100758010134-       \0034613","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390977","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_78_linha221327","221327","manter","2","1","21213529213620783329101572092000-                     \0034613","21213529213620783329101572092000-                     \0034613","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390978","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_78_linha221327","221329","remover","2","1","21213529213620783329101572092000-                     \0034613","21213529213620783329101572092000-                     \0034613","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390978","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221332","221332","manter","2","1","2121352921362079332813257209200017210952050434-       \0034615","2121352921362079332813257209200017210952050434-       \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390981","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221332","221337","remover","2","1","2121352921362079332813257209200017210952050434-       \0034615","2121352921362079332813257209200017210952050434-       \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390981","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221335","221335","manter","2","1","2121352921362079331911357209200006200000000035-       \0034615","2121352921362079331911357209200006200000000035-       \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390982","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221335","221338","remover","2","1","2121352921362079331911357209200006200000000035-       \0034615","2121352921362079331911357209200006200000000035-       \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390982","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221336","221336","manter","2","1","21213529213620793329103572092000-                     \0034615","21213529213620793329103572092000-                     \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390984","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221336","221339","remover","2","1","21213529213620793329103572092000-                     \0034615","21213529213620793329103572092000-                     \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390984","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221333","221333","manter","2","1","21213529213620793319010572092000-                     \0034615","21213529213620793319010572092000-                     \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390985","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221333","221340","remover","2","1","21213529213620793319010572092000-                     \0034615","21213529213620793319010572092000-                     \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390985","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221334","221334","manter","2","1","21213529213620793319105572092000311-                  \0034615","21213529213620793319105572092000311-                  \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390983","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_79_linha221334","221341","remover","2","1","21213529213620793319105572092000311-                  \0034615","21213529213620793319105572092000311-                  \0034615","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390983","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_81_linha221346","221346","manter","2","1","2121352921362081332812657209200031100857010134-       \0034619","2121352921362081332812657209200031100857010134-       \0034619","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390990","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_81_linha221346","221348","remover","2","1","2121352921362081332812657209200031100857010134-       \0034619","2121352921362081332812657209200031100857010134-       \0034619","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390990","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221353","221353","manter","2","1","2121352921362082332813754209200017210646080534-       \0034621","2121352921362082332813754209200017210646080534-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390994","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221353","221358","remover","2","1","2121352921362082332813754209200017210646080534-       \0034621","2121352921362082332813754209200017210646080534-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390994","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221357","221357","manter","2","1","21213529213620823319103572092000-                     \0034621","21213529213620823319103572092000-                     \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390999","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221357","221359","remover","2","1","21213529213620823319103572092000-                     \0034621","21213529213620823319103572092000-                     \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390999","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221352","221352","manter","2","1","21213529213620823319105572092000311-                  \0034621","21213529213620823319105572092000311-                  \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390998","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221352","221360","remover","2","1","21213529213620823319105572092000311-                  \0034621","21213529213620823319105572092000311-                  \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390998","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221356","221356","manter","2","1","21213529213620823329107572092000200-                  \0034621","21213529213620823329107572092000200-                  \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390997","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221356","221361","remover","2","1","21213529213620823329107572092000200-                  \0034621","21213529213620823329107572092000200-                  \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390997","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221354","221354","manter","2","1","2121352921362082332911357209200005310000000035-       \0034621","2121352921362082332911357209200005310000000035-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390995","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221354","221362","remover","2","1","2121352921362082332911357209200005310000000035-       \0034621","2121352921362082332911357209200005310000000035-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390995","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221355","221355","manter","2","1","2121352921362082332911157209200006200000000035-       \0034621","2121352921362082332911157209200006200000000035-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390996","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221355","221363","remover","2","1","2121352921362082332911157209200006200000000035-       \0034621","2121352921362082332911157209200006200000000035-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","390996","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221351","221351","manter","2","1","2121352921362082332116257209200015200400999934-       \0034621","2121352921362082332116257209200015200400999934-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391000","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_82_linha221351","221364","remover","2","1","2121352921362082332116257209200015200400999934-       \0034621","2121352921362082332116257209200015200400999934-       \0034621","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391000","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_83_linha221369","221369","manter","2","1","21213529213620833322108572092000200-                  \0034623","21213529213620833322108572092000200-                  \0034623","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391005","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_83_linha221369","221371","remover","2","1","21213529213620833322108572092000200-                  \0034623","21213529213620833322108572092000200-                  \0034623","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391005","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_83_linha221368","221368","manter","2","1","2121352921362083332815154209200017210727010134-       \0034623","2121352921362083332815154209200017210727010134-       \0034623","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391003","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_83_linha221368","221373","remover","2","1","2121352921362083332815154209200017210727010134-       \0034623","2121352921362083332815154209200017210727010134-       \0034623","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391003","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221377","221377","manter","2","1","2121352921362084332814057209200031100734111034-       \0034625","2121352921362084332814057209200031100734111034-       \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391009","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221377","221385","remover","2","1","2121352921362084332814057209200031100734111034-       \0034625","2121352921362084332814057209200031100734111034-       \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391009","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221379","221379","manter","2","1","21213529213620843319103572092000-                     \0034625","21213529213620843319103572092000-                     \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391017","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221379","221386","remover","2","1","21213529213620843319103572092000-                     \0034625","21213529213620843319103572092000-                     \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391017","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221376","221376","manter","2","1","21213529213620843319106572092000311-                  \0034625","21213529213620843319106572092000311-                  \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391016","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221376","221387","remover","2","1","21213529213620843319106572092000311-                  \0034625","21213529213620843319106572092000311-                  \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391016","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221378","221378","manter","2","1","21213529213620843319108572092000200-                  \0034625","21213529213620843319108572092000200-                  \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391015","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221378","221388","remover","2","1","21213529213620843319108572092000200-                  \0034625","21213529213620843319108572092000200-                  \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391015","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221384","221384","manter","2","1","2121352921362084332911357209200008210000000035-       \0034625","2121352921362084332911357209200008210000000035-       \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391013","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221384","221392","remover","2","1","2121352921362084332911357209200008210000000035-       \0034625","2121352921362084332911357209200008210000000035-       \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391013","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221380","221380","manter","2","1","2121352921362084332911157209200006200000000035-       \0034625","2121352921362084332911157209200006200000000035-       \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391014","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_84_linha221380","221393","remover","2","1","2121352921362084332911157209200006200000000035-       \0034625","2121352921362084332911157209200006200000000035-       \0034625","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391014","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221398","221398","manter","2","1","21213529213620853329107572092000311-                  \0034627","21213529213620853329107572092000311-                  \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391021","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221398","221400","remover","2","1","21213529213620853329107572092000311-                  \0034627","21213529213620853329107572092000311-                  \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391021","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221397","221397","manter","2","1","21213529213620853329005572092000-                     \0034627","21213529213620853329005572092000-                     \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391023","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221397","221401","remover","2","1","21213529213620853329005572092000-                     \0034627","21213529213620853329005572092000-                     \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391023","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221396","221396","manter","2","1","2121352921362085332812857209200031100652050334-       \0034627","2121352921362085332812857209200031100652050334-       \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391020","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221396","221402","remover","2","1","2121352921362085332812857209200031100652050334-       \0034627","2121352921362085332812857209200031100652050334-       \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391020","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221399","221399","manter","2","1","21213529213620853329104572092000-                     \0034627","21213529213620853329104572092000-                     \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391022","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_85_linha221399","221403","remover","2","1","21213529213620853329104572092000-                     \0034627","21213529213620853329104572092000-                     \0034627","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391022","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221408","221408","manter","2","1","2121352921362086332812157209200016200657010134-       \0034629","2121352921362086332812157209200016200657010134-       \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391026","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221408","221415","remover","2","1","2121352921362086332812157209200016200657010134-       \0034629","2121352921362086332812157209200016200657010134-       \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391026","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221414","221414","manter","2","1","2121352921362086331211457209200006200000000035-       \0034629","2121352921362086331211457209200006200000000035-       \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391034","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221414","221416","remover","2","1","2121352921362086331211457209200006200000000035-       \0034629","2121352921362086331211457209200006200000000035-       \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391034","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221412","221412","manter","2","1","21213529213620863322108572092000200-                  \0034629","21213529213620863322108572092000200-                  \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391031","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221412","221417","remover","2","1","21213529213620863322108572092000200-                  \0034629","21213529213620863322108572092000200-                  \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391031","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221411","221411","manter","2","1","21213529213620863322108572092000311-                  \0034629","21213529213620863322108572092000311-                  \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391032","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221411","221419","remover","2","1","21213529213620863322108572092000311-                  \0034629","21213529213620863322108572092000311-                  \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391032","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221407","221407","manter","2","1","21213529213620863329102572092000-                     \0034629","21213529213620863329102572092000-                     \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391027","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221407","221420","remover","2","1","21213529213620863329102572092000-                     \0034629","21213529213620863329102572092000-                     \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391027","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221406","221406","manter","2","1","21213529213620863312103572092000-                     \0034629","21213529213620863312103572092000-                     \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391033","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_86_linha221406","221422","remover","2","1","21213529213620863312103572092000-                     \0034629","21213529213620863312103572092000-                     \0034629","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391033","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_91_linha221443","221443","manter","2","1","21213529213620913319108572092000200-                  \0034639","21213529213620913319108572092000200-                  \0034639","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391051","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_91_linha221443","221447","remover","2","1","21213529213620913319108572092000200-                  \0034639","21213529213620913319108572092000200-                  \0034639","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391051","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_91_linha221445","221445","manter","2","1","21213529213620913329103572092000-                     \0034639","21213529213620913329103572092000-                     \0034639","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391053","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_91_linha221445","221449","remover","2","1","21213529213620913329103572092000-                     \0034639","21213529213620913329103572092000-                     \0034639","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391053","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_91_linha221442","221442","manter","2","1","21213529213620913319107572092000200-                  \0034639","21213529213620913319107572092000200-                  \0034639","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391052","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_91_linha221442","221450","remover","2","1","21213529213620913319107572092000200-                  \0034639","21213529213620913319107572092000200-                  \0034639","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391052","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_93_linha221456","221456","manter","2","1","21213529213620933329107542092000042-                  \0034643","21213529213620933329107542092000042-                  \0034643","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391060","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_93_linha221456","221458","remover","2","1","21213529213620933329107542092000042-                  \0034643","21213529213620933329107542092000042-                  \0034643","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391060","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_93_linha221457","221457","manter","2","1","2121352921362093332814654209200018320632030334-       \0034643","2121352921362093332814654209200018320632030334-       \0034643","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391059","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_93_linha221457","221459","remover","2","1","2121352921362093332814654209200018320632030334-       \0034643","2121352921362093332814654209200018320632030334-       \0034643","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391059","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_94_linha221462","221462","manter","2","1","2121352921362094332812054209200016310656020234-       \0034645","2121352921362094332812054209200016310656020234-       \0034645","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391063","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_94_linha221462","221465","remover","2","1","2121352921362094332812054209200016310656020234-       \0034645","2121352921362094332812054209200016310656020234-       \0034645","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391063","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_94_linha221463","221463","manter","2","1","21213529213620943319101542092000-                     \0034645","21213529213620943319101542092000-                     \0034645","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391065","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_94_linha221463","221466","remover","2","1","21213529213620943319101542092000-                     \0034645","21213529213620943319101542092000-                     \0034645","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391065","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_94_linha221464","221464","manter","2","1","21213529213620943329103542092000-                     \0034645","21213529213620943329103542092000-                     \0034645","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391064","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_94_linha221464","221467","remover","2","1","21213529213620943329103542092000-                     \0034645","21213529213620943329103542092000-                     \0034645","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391064","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_95_linha221472","221472","manter","2","1","21213529213620953312108542092000052-                  \0034647","21213529213620953312108542092000052-                  \0034647","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391069","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_95_linha221472","221475","remover","2","1","21213529213620953312108542092000052-                  \0034647","21213529213620953312108542092000052-                  \0034647","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391069","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
